image_id,sku,url,alt_text
1,SKU00001,https://picsum.photos/seed/SKU00001-0/800/800,Imagen de SKU00001 vista 1
2,SKU00001,https://picsum.photos/seed/SKU00001-1/800/800,Imagen de SKU00001 vista 2
3,SKU00002,https://picsum.photos/seed/SKU00002-0/800/800,Imagen de SKU00002 vista 1
4,SKU00002,https://picsum.photos/seed/SKU00002-1/800/800,Imagen de SKU00002 vista 2
5,SKU00003,https://picsum.photos/seed/SKU00003-0/800/800,Imagen de SKU00003 vista 1
6,SKU00003,https://picsum.photos/seed/SKU00003-1/800/800,Imagen de SKU00003 vista 2
7,SKU00003,https://picsum.photos/seed/SKU00003-2/800/800,Imagen de SKU00003 vista 3
8,SKU00003,https://picsum.photos/seed/SKU00003-3/800/800,Imagen de SKU00003 vista 4
9,SKU00004,https://picsum.photos/seed/SKU00004-0/800/800,Imagen de SKU00004 vista 1
10,SKU00004,https://picsum.photos/seed/SKU00004-1/800/800,Imagen de SKU00004 vista 2
11,SKU00004,https://picsum.photos/seed/SKU00004-2/800/800,Imagen de SKU00004 vista 3
12,SKU00004,https://picsum.photos/seed/SKU00004-3/800/800,Imagen de SKU00004 vista 4
13,SKU00005,https://picsum.photos/seed/SKU00005-0/800/800,Imagen de SKU00005 vista 1
14,SKU00005,https://picsum.photos/seed/SKU00005-1/800/800,Imagen de SKU00005 vista 2
15,SKU00005,https://picsum.photos/seed/SKU00005-2/800/800,Imagen de SKU00005 vista 3
16,SKU00006,https://picsum.photos/seed/SKU00006-0/800/800,Imagen de SKU00006 vista 1
17,SKU00006,https://picsum.photos/seed/SKU00006-1/800/800,Imagen de SKU00006 vista 2
18,SKU00006,https://picsum.photos/seed/SKU00006-2/800/800,Imagen de SKU00006 vista 3
19,SKU00006,https://picsum.photos/seed/SKU00006-3/800/800,Imagen de SKU00006 vista 4
20,SKU00007,https://picsum.photos/seed/SKU00007-0/800/800,Imagen de SKU00007 vista 1
21,SKU00007,https://picsum.photos/seed/SKU00007-1/800/800,Imagen de SKU00007 vista 2
22,SKU00007,https://picsum.photos/seed/SKU00007-2/800/800,Imagen de SKU00007 vista 3
23,SKU00007,https://picsum.photos/seed/SKU00007-3/800/800,Imagen de SKU00007 vista 4
24,SKU00008,https://picsum.photos/seed/SKU00008-0/800/800,Imagen de SKU00008 vista 1
25,SKU00008,https://picsum.photos/seed/SKU00008-1/800/800,Imagen de SKU00008 vista 2
26,SKU00008,https://picsum.photos/seed/SKU00008-2/800/800,Imagen de SKU00008 vista 3
27,SKU00009,https://picsum.photos/seed/SKU00009-0/800/800,Imagen de SKU00009 vista 1
28,SKU00009,https://picsum.photos/seed/SKU00009-1/800/800,Imagen de SKU00009 vista 2
29,SKU00010,https://picsum.photos/seed/SKU00010-0/800/800,Imagen de SKU00010 vista 1
30,SKU00010,https://picsum.photos/seed/SKU00010-1/800/800,Imagen de SKU00010 vista 2
31,SKU00010,https://picsum.photos/seed/SKU00010-2/800/800,Imagen de SKU00010 vista 3
32,SKU00011,https://picsum.photos/seed/SKU00011-0/800/800,Imagen de SKU00011 vista 1
33,SKU00011,https://picsum.photos/seed/SKU00011-1/800/800,Imagen de SKU00011 vista 2
34,SKU00011,https://picsum.photos/seed/SKU00011-2/800/800,Imagen de SKU00011 vista 3
35,SKU00011,https://picsum.photos/seed/SKU00011-3/800/800,Imagen de SKU00011 vista 4
36,SKU00012,https://picsum.photos/seed/SKU00012-0/800/800,Imagen de SKU00012 vista 1
37,SKU00012,https://picsum.photos/seed/SKU00012-1/800/800,Imagen de SKU00012 vista 2
38,SKU00013,https://picsum.photos/seed/SKU00013-0/800/800,Imagen de SKU00013 vista 1
39,SKU00013,https://picsum.photos/seed/SKU00013-1/800/800,Imagen de SKU00013 vista 2
40,SKU00013,https://picsum.photos/seed/SKU00013-2/800/800,Imagen de SKU00013 vista 3
41,SKU00014,https://picsum.photos/seed/SKU00014-0/800/800,Imagen de SKU00014 vista 1
42,SKU00014,https://picsum.photos/seed/SKU00014-1/800/800,Imagen de SKU00014 vista 2
43,SKU00014,https://picsum.photos/seed/SKU00014-2/800/800,Imagen de SKU00014 vista 3
44,SKU00015,https://picsum.photos/seed/SKU00015-0/800/800,Imagen de SKU00015 vista 1
45,SKU00015,https://picsum.photos/seed/SKU00015-1/800/800,Imagen de SKU00015 vista 2
46,SKU00016,https://picsum.photos/seed/SKU00016-0/800/800,Imagen de SKU00016 vista 1
47,SKU00016,https://picsum.photos/seed/SKU00016-1/800/800,Imagen de SKU00016 vista 2
48,SKU00016,https://picsum.photos/seed/SKU00016-2/800/800,Imagen de SKU00016 vista 3
49,SKU00017,https://picsum.photos/seed/SKU00017-0/800/800,Imagen de SKU00017 vista 1
50,SKU00017,https://picsum.photos/seed/SKU00017-1/800/800,Imagen de SKU00017 vista 2
51,SKU00017,https://picsum.photos/seed/SKU00017-2/800/800,Imagen de SKU00017 vista 3
52,SKU00018,https://picsum.photos/seed/SKU00018-0/800/800,Imagen de SKU00018 vista 1
53,SKU00018,https://picsum.photos/seed/SKU00018-1/800/800,Imagen de SKU00018 vista 2
54,SKU00019,https://picsum.photos/seed/SKU00019-0/800/800,Imagen de SKU00019 vista 1
55,SKU00019,https://picsum.photos/seed/SKU00019-1/800/800,Imagen de SKU00019 vista 2
56,SKU00019,https://picsum.photos/seed/SKU00019-2/800/800,Imagen de SKU00019 vista 3
57,SKU00019,https://picsum.photos/seed/SKU00019-3/800/800,Imagen de SKU00019 vista 4
58,SKU00020,https://picsum.photos/seed/SKU00020-0/800/800,Imagen de SKU00020 vista 1
59,SKU00020,https://picsum.photos/seed/SKU00020-1/800/800,Imagen de SKU00020 vista 2
60,SKU00021,https://picsum.photos/seed/SKU00021-0/800/800,Imagen de SKU00021 vista 1
61,SKU00021,https://picsum.photos/seed/SKU00021-1/800/800,Imagen de SKU00021 vista 2
62,SKU00021,https://picsum.photos/seed/SKU00021-2/800/800,Imagen de SKU00021 vista 3
63,SKU00022,https://picsum.photos/seed/SKU00022-0/800/800,Imagen de SKU00022 vista 1
64,SKU00022,https://picsum.photos/seed/SKU00022-1/800/800,Imagen de SKU00022 vista 2
65,SKU00022,https://picsum.photos/seed/SKU00022-2/800/800,Imagen de SKU00022 vista 3
66,SKU00022,https://picsum.photos/seed/SKU00022-3/800/800,Imagen de SKU00022 vista 4
67,SKU00023,https://picsum.photos/seed/SKU00023-0/800/800,Imagen de SKU00023 vista 1
68,SKU00023,https://picsum.photos/seed/SKU00023-1/800/800,Imagen de SKU00023 vista 2
69,SKU00023,https://picsum.photos/seed/SKU00023-2/800/800,Imagen de SKU00023 vista 3
70,SKU00023,https://picsum.photos/seed/SKU00023-3/800/800,Imagen de SKU00023 vista 4
71,SKU00024,https://picsum.photos/seed/SKU00024-0/800/800,Imagen de SKU00024 vista 1
72,SKU00024,https://picsum.photos/seed/SKU00024-1/800/800,Imagen de SKU00024 vista 2
73,SKU00025,https://picsum.photos/seed/SKU00025-0/800/800,Imagen de SKU00025 vista 1
74,SKU00025,https://picsum.photos/seed/SKU00025-1/800/800,Imagen de SKU00025 vista 2
75,SKU00026,https://picsum.photos/seed/SKU00026-0/800/800,Imagen de SKU00026 vista 1
76,SKU00026,https://picsum.photos/seed/SKU00026-1/800/800,Imagen de SKU00026 vista 2
77,SKU00027,https://picsum.photos/seed/SKU00027-0/800/800,Imagen de SKU00027 vista 1
78,SKU00027,https://picsum.photos/seed/SKU00027-1/800/800,Imagen de SKU00027 vista 2
79,SKU00027,https://picsum.photos/seed/SKU00027-2/800/800,Imagen de SKU00027 vista 3
80,SKU00027,https://picsum.photos/seed/SKU00027-3/800/800,Imagen de SKU00027 vista 4
81,SKU00028,https://picsum.photos/seed/SKU00028-0/800/800,Imagen de SKU00028 vista 1
82,SKU00028,https://picsum.photos/seed/SKU00028-1/800/800,Imagen de SKU00028 vista 2
83,SKU00028,https://picsum.photos/seed/SKU00028-2/800/800,Imagen de SKU00028 vista 3
84,SKU00029,https://picsum.photos/seed/SKU00029-0/800/800,Imagen de SKU00029 vista 1
85,SKU00029,https://picsum.photos/seed/SKU00029-1/800/800,Imagen de SKU00029 vista 2
86,SKU00030,https://picsum.photos/seed/SKU00030-0/800/800,Imagen de SKU00030 vista 1
87,SKU00030,https://picsum.photos/seed/SKU00030-1/800/800,Imagen de SKU00030 vista 2
88,SKU00030,https://picsum.photos/seed/SKU00030-2/800/800,Imagen de SKU00030 vista 3
89,SKU00031,https://picsum.photos/seed/SKU00031-0/800/800,Imagen de SKU00031 vista 1
90,SKU00031,https://picsum.photos/seed/SKU00031-1/800/800,Imagen de SKU00031 vista 2
91,SKU00031,https://picsum.photos/seed/SKU00031-2/800/800,Imagen de SKU00031 vista 3
92,SKU00031,https://picsum.photos/seed/SKU00031-3/800/800,Imagen de SKU00031 vista 4
93,SKU00032,https://picsum.photos/seed/SKU00032-0/800/800,Imagen de SKU00032 vista 1
94,SKU00032,https://picsum.photos/seed/SKU00032-1/800/800,Imagen de SKU00032 vista 2
95,SKU00033,https://picsum.photos/seed/SKU00033-0/800/800,Imagen de SKU00033 vista 1
96,SKU00033,https://picsum.photos/seed/SKU00033-1/800/800,Imagen de SKU00033 vista 2
97,SKU00033,https://picsum.photos/seed/SKU00033-2/800/800,Imagen de SKU00033 vista 3
98,SKU00033,https://picsum.photos/seed/SKU00033-3/800/800,Imagen de SKU00033 vista 4
99,SKU00034,https://picsum.photos/seed/SKU00034-0/800/800,Imagen de SKU00034 vista 1
100,SKU00034,https://picsum.photos/seed/SKU00034-1/800/800,Imagen de SKU00034 vista 2
101,SKU00035,https://picsum.photos/seed/SKU00035-0/800/800,Imagen de SKU00035 vista 1
102,SKU00035,https://picsum.photos/seed/SKU00035-1/800/800,Imagen de SKU00035 vista 2
103,SKU00035,https://picsum.photos/seed/SKU00035-2/800/800,Imagen de SKU00035 vista 3
104,SKU00035,https://picsum.photos/seed/SKU00035-3/800/800,Imagen de SKU00035 vista 4
105,SKU00036,https://picsum.photos/seed/SKU00036-0/800/800,Imagen de SKU00036 vista 1
106,SKU00036,https://picsum.photos/seed/SKU00036-1/800/800,Imagen de SKU00036 vista 2
107,SKU00036,https://picsum.photos/seed/SKU00036-2/800/800,Imagen de SKU00036 vista 3
108,SKU00037,https://picsum.photos/seed/SKU00037-0/800/800,Imagen de SKU00037 vista 1
109,SKU00037,https://picsum.photos/seed/SKU00037-1/800/800,Imagen de SKU00037 vista 2
110,SKU00037,https://picsum.photos/seed/SKU00037-2/800/800,Imagen de SKU00037 vista 3
111,SKU00038,https://picsum.photos/seed/SKU00038-0/800/800,Imagen de SKU00038 vista 1
112,SKU00038,https://picsum.photos/seed/SKU00038-1/800/800,Imagen de SKU00038 vista 2
113,SKU00039,https://picsum.photos/seed/SKU00039-0/800/800,Imagen de SKU00039 vista 1
114,SKU00039,https://picsum.photos/seed/SKU00039-1/800/800,Imagen de SKU00039 vista 2
115,SKU00039,https://picsum.photos/seed/SKU00039-2/800/800,Imagen de SKU00039 vista 3
116,SKU00040,https://picsum.photos/seed/SKU00040-0/800/800,Imagen de SKU00040 vista 1
117,SKU00040,https://picsum.photos/seed/SKU00040-1/800/800,Imagen de SKU00040 vista 2
118,SKU00040,https://picsum.photos/seed/SKU00040-2/800/800,Imagen de SKU00040 vista 3
119,SKU00041,https://picsum.photos/seed/SKU00041-0/800/800,Imagen de SKU00041 vista 1
120,SKU00041,https://picsum.photos/seed/SKU00041-1/800/800,Imagen de SKU00041 vista 2
121,SKU00041,https://picsum.photos/seed/SKU00041-2/800/800,Imagen de SKU00041 vista 3
122,SKU00042,https://picsum.photos/seed/SKU00042-0/800/800,Imagen de SKU00042 vista 1
123,SKU00042,https://picsum.photos/seed/SKU00042-1/800/800,Imagen de SKU00042 vista 2
124,SKU00042,https://picsum.photos/seed/SKU00042-2/800/800,Imagen de SKU00042 vista 3
125,SKU00042,https://picsum.photos/seed/SKU00042-3/800/800,Imagen de SKU00042 vista 4
126,SKU00043,https://picsum.photos/seed/SKU00043-0/800/800,Imagen de SKU00043 vista 1
127,SKU00043,https://picsum.photos/seed/SKU00043-1/800/800,Imagen de SKU00043 vista 2
